50000	56119
1	1445
1	24290
3	3216
4	15173
3	28847
4	4247
4	9555
2	32060
6	12067
5	40904
5	20479
4	8998
8	611
1	20989
4	25577
8	37433
10	11385
16	24802
16	35556
6	24850
21	43315
2	33322
23	23589
22	38625
14	40699
4	9005
20	35499
1	6204
14	9488
6	26373
10	8332
9	39032
9	11460
31	39729
31	39883
13	41599
3	28452
23	29761
17	47683
34	21748
41	7339
30	4986
38	7094
18	46183
28	40925
19	10496
35	34649
39	28936
39	378
30	44103
10	38238
20	34346
26	35216
17	34648
27	43521
39	28861
47	21936
50	30374
34	49394
38	44995
29	37335
12	9805
54	23152
28	16268
46	2063
8	22340
23	37769
67	23390
63	16455
25	42617
51	21870
10	26132
68	2593
12	32645
30	6661
39	6645
26	22506
42	33
14	31051
19	10421
18	39827
33	23521
40	5651
54	14903
82	34691
3	13631
62	8889
12	40397
89	42916
68	34036
13	29399
76	26785
40	8619
1	45306
25	43268
43	14215
62	7954
17	7459
41	19606
65	44457
41	970
35	14457
103	49436
72	47228
51	23683
61	41415
13	9135
83	14812
6	47355
72	8958
39	37277
92	43644
48	24020
30	3019
106	37074
37	12529
10	15486
55	15252
37	31366
89	23842
34	38054
51	3183
82	34293
89	39260
28	26641
61	33742
81	46247
16	41941
90	22823
114	10954
19	34445
75	23731
50	14791
31	18079
30	19968
35	4870
97	17104
102	13235
97	31866
6	618
92	24342
115	47404
28	9110
139	21492
120	11294
60	24729
110	4023
34	26470
18	20926
4	11455
30	471
101	41345
3	41541
81	47472
98	5139
44	20626
106	3484
61	11033
124	30526
49	15409
50	39638
137	14684
24	20542
147	21892
6	34456
10	25159
7	11242
152	37889
74	357
121	34136
74	12594
27	199
113	12810
102	12779
40	37207
128	6183
111	45900
133	48368
94	6092
29	4504
138	45903
71	36111
41	46316
38	39332
179	28713
83	1595
82	39617
163	23849
170	8465
91	39915
99	45376
47	23804
24	41176
98	16485
164	34220
133	1493
100	45118
77	35463
49	29572
124	32668
120	22196
130	32712
149	5501
63	26996
195	18545
187	5946
135	791
4	26739
80	47632
58	20154
124	47779
184	28003
134	42781
26	5161
149	3693
22	44999
182	29624
58	12591
33	11941
50	2663
212	36494
215	41220
202	1941
65	47724
37	31339
33	9058
118	39257
45	38016
69	33377
160	15020
84	43453
83	36369
64	47768
171	3412
41	49163
87	7664
82	20562
212	15861
237	27995
129	4450
29	4904
223	39397
127	7746
66	948
185	48461
29	10848
77	23684
240	45345
178	17718
23	49173
54	36695
46	9171
229	39046
177	4602
154	42259
149	24451
77	49111
249	43856
193	33471
141	31417
41	36918
253	34967
173	10075
69	3297
242	12339
108	34573
1	20093
203	2759
210	30530
242	39412
229	26321
105	5826
139	18995
248	45258
214	32184
3	40106
86	29100
218	41406
129	21782
214	23210
238	31534
23	28845
186	6651
94	42118
199	25413
258	48593
275	45401
71	43922
205	7905
27	46245
192	35153
173	3356
5	1613
95	22802
261	2332
258	805
184	3462
235	25242
129	9237
238	29959
246	32741
87	40098
154	43324
40	32332
131	19281
29	43884
291	36954
266	25585
128	4709
130	39625
179	7856
70	23490
14	27534
303	675
22	22795
143	106
186	36483
45	2829
201	45084
16	48657
159	1261
217	440
287	32869
37	43911
106	13460
306	48027
146	27907
94	20682
214	1331
130	14374
227	22535
31	43452
214	15986
264	11497
189	9934
236	10255
99	13785
42	30663
98	41013
6	23598
13	28896
278	9557
320	31797
97	41922
91	48066
17	42593
41	44832
309	26549
97	11771
217	28848
342	11404
92	16607
319	24412
339	36253
260	16479
339	38417
83	5236
168	46538
141	9132
311	31058
166	6320
179	38232
37	7436
265	13530
305	3389
160	32070
6	43805
228	45831
132	6047
143	16838
188	17212
30	13853
25	2912
313	3656
242	34549
80	24130
322	22017
128	19039
106	15915
94	41080
5	48065
308	20411
111	67
70	39490
117	31166
364	4348
216	8043
276	26860
63	27218
259	33878
336	32401
167	32755
96	19239
375	41903
60	17348
133	2037
130	22706
317	7905
218	17692
178	5071
332	552
302	27032
233	48036
162	35616
159	11270
393	5999
65	28245
83	42963
201	24504
230	35644
125	1332
366	21124
350	41927
367	48327
330	22910
2	46016
40	21263
256	11536
24	28778
41	18679
69	1945
142	12717
158	26734
321	21456
408	348
278	26991
320	36646
154	46973
396	15504
225	47427
246	30738
63	31486
418	46578
158	6628
9	49663
338	14364
165	26417
55	1603
144	10604
46	38050
14	6115
160	45299
293	36828
86	3723
399	2540
201	9951
16	35310
83	20153
54	38355
219	30290
386	39848
279	4160
138	15828
32	4068
365	46055
1	27579
8	12457
258	4982
108	37597
316	7757
402	27676
382	16670
248	45122
358	34079
316	2892
441	48227
4	29416
230	38823
260	9159
139	23174
411	3998
375	7801
416	43155
362	27187
377	34668
168	19863
93	38045
78	46957
431	23371
127	36416
379	21583
467	3163
299	12263
257	36539
299	36103
42	32704
146	13876
275	35677
298	19868
253	31089
490	40355
163	33230
310	48670
206	37480
81	19857
136	2975
53	24573
106	24140
199	3716
215	9906
244	12499
259	32234
258	24837
21	12885
411	34309
49	37239
15	2711
364	38867
176	23398
274	23692
312	35233
470	27694
88	23806
52	31777
46	8794
24	26957
286	17375
111	48211
375	37137
127	41555
281	49091
512	20794
202	22767
362	48295
31	24475
437	15638
441	40025
345	46430
373	8021
288	20051
356	23653
128	32340
250	24554
189	37598
118	19850
249	25517
160	37486
443	24198
531	14019
36	18704
132	26067
166	40272
287	47785
41	18078
372	24645
318	36291
153	33851
524	46998
76	45042
394	9791
331	22704
337	120
56	15844
3	6033
362	13457
47	4183
61	19623
398	36407
95	31096
76	33750
529	24239
500	42815
478	38179
59	13135
504	32325
452	12314
39	46395
184	17821
229	36182
257	37445
559	21676
76	23323
541	26892
146	15132
541	5580
53	20128
503	42350
567	30264
387	24607
162	2800
237	2560
53	19978
19	36491
391	2184
94	41982
204	48806
580	36155
121	6865
134	37917
289	46346
250	40806
591	40324
506	20719
571	28973
336	47610
453	23015
509	16886
356	34023
435	5148
510	3136
493	28507
55	31883
97	34518
264	6817
554	28769
66	2882
439	38363
533	4593
69	17539
178	35484
392	10538
26	44614
612	7946
212	48113
112	18107
577	4189
82	15962
288	13440
378	22297
495	49788
83	39669
118	23626
58	11079
29	10680
89	47040
113	10157
415	23132
183	3463
99	29962
521	38822
72	20630
267	1389
469	38478
604	45095
285	41988
59	14548
105	27363
628	6107
472	1948
472	29713
168	39799
515	35541
572	31533
473	5215
124	41389
579	47856
117	11851
540	47047
51	1250
55	49560
295	2091
472	34541
401	31103
38	18873
462	14216
47	12441
29	34667
564	28735
430	820
292	43212
500	16537
162	40503
383	47343
54	2544
642	6719
226	30968
281	13431
505	29320
233	42290
79	28204
271	9081
155	13201
552	30490
182	174
205	44433
510	17953
143	13571
356	2858
630	47033
88	28513
613	2229
354	3571
264	26572
279	44631
220	4468
674	7973
323	35008
143	28601
402	183
434	3748
229	2638
202	48732
342	39915
33	28405
391	40832
94	18733
215	13810
477	3967
383	37452
622	20812
129	19832
651	44206
32	17622
277	10768
127	23114
43	37528
680	28698
4	30197
707	34735
233	40378
418	40154
178	24701
651	44955
36	49553
267	43700
310	48583
294	1918
19	49827
523	34736
575	16149
124	20484
154	35972
385	11701
618	45754
405	2855
154	48062
78	31848
440	42388
330	42918
435	40802
239	19090
501	49406
358	9024
353	7578
418	47534
338	27010
203	40815
290	45344
303	34934
250	31165
473	23262
384	38119
693	17028
504	46936
414	47485
114	9845
588	47364
324	31545
18	19774
689	11586
591	15779
510	45435
578	13946
418	1771
580	13786
635	48005
540	45697
254	2813
434	16839
255	6962
449	16956
463	19970
370	38216
692	36442
454	27119
533	16617
96	16481
657	11516
57	7839
107	25540
564	19479
218	25501
545	27653
635	49218
391	4573
553	41517
168	18384
348	12046
647	38242
595	24178
686	32503
310	7064
529	26894
116	6949
61	46918
304	1049
205	30029
626	17084
437	37781
84	22983
321	36348
395	35186
218	38806
47	24492
336	27919
606	526
21	17422
6	46967
24	20964
457	48007
772	22671
145	2271
738	46236
311	22303
389	22651
680	21962
315	30999
403	2172
730	36514
214	18156
200	28114
338	42717
627	40434
570	20303
663	10392
490	16682
509	15868
510	25065
500	40803
745	45439
278	25689
611	34179
332	988
814	28957
319	35522
552	13803
15	34228
464	15785
477	4605
656	8285
667	26442
157	42947
801	12224
696	29293
229	33100
315	46945
673	25009
709	38402
712	7994
687	313
771	49377
668	46052
817	45284
93	45743
794	14815
128	47178
373	7746
629	48305
524	1087
626	12553
85	26522
374	24777
446	44076
24	28274
609	38849
426	49063
675	13144
123	41693
474	10901
559	22504
92	17117
487	5014
48	37199
415	28350
126	38620
466	44771
88	7560
779	28869
853	28151
460	41359
233	11510
6	48745
618	49687
328	17547
804	39626
222	26320
476	42421
510	38380
485	16662
841	46168
10	2692
200	39523
626	31129
133	5833
446	33617
308	28623
685	18641
182	14340
552	46735
644	20787
387	20233
824	26611
508	457
610	1660
865	21221
840	6277
680	39831
378	28053
869	16640
608	7622
390	21983
222	36206
51	1469
321	34872
539	28386
434	23190
363	32126
480	14895
91	45665
658	48399
730	10767
189	13764
362	46078
112	21206
146	38380
710	2489
513	18144
368	43167
575	17493
668	42993
832	37208
836	25748
669	8554
356	4542
814	10258
431	21086
350	9477
25	26259
638	33690
588	5988
248	14790
98	18192
720	2601
263	23670
607	20977
765	12856
732	10556
159	37865
100	42431
818	48926
225	45629
276	553
233	19625
711	16807
148	26299
521	41807
467	2884
779	31651
709	29591
471	41305
909	8762
610	47177
303	21789
599	15674
297	43100
954	5657
579	48712
455	10527
390	9191
261	42118
642	807
384	38734
100	43622
416	362
929	2410
829	25207
331	48760
918	45530
36	34527
318	27600
836	33417
187	5018
926	48275
813	10423
628	42029
9	7453
636	21373
357	7750
810	26057
239	16681
754	41841
601	35288
152	36711
88	1958
354	7391
612	11805
975	13412
658	45843
490	19290
384	39726
398	20811
76	40872
711	36681
482	47389
51	35117
967	12903
605	15540
722	16709
377	44448
361	14236
806	32960
162	959
742	21586
810	45600
940	35721
842	5999
417	11457
301	15003
702	31739
870	34730
895	19985
866	39484
391	15970
674	21076
350	12469
442	19303
499	47543
969	9459
226	24462
809	48838
43	33783
247	43525
387	40122
883	37196
3	17686
355	4072
869	6132
833	11251
270	24386
49	47838
783	45160
545	16197
457	42542
69	37325
743	22651
170	32063
555	10292
402	26068
810	11992
690	27734
722	22954
541	25993
830	47051
741	1335
847	8840
17	3327
500	39107
995	6005
288	468
436	17559
207	25778
199	16256
938	38154
633	8908
855	41876
291	49280
733	11617
855	21614
159	15505
600	6941
12	34184
521	5406
41	42954
612	17665
190	30140
107	7361
181	43799
279	15560
37	19708
1063	18281
617	19622
410	3176
305	36178
288	23073
930	26457
451	42286
40	37031
515	12616
525	40632
318	17032
534	32179
465	17149
487	2247
792	6651
278	1317
4	9644
477	34672
1016	27026
494	9993
215	9002
14	43804
937	47711
763	12495
857	8381
574	6806
219	40078
884	14808
343	29705
885	2567
1077	37464
252	19499
213	32719
309	11110
1040	38768
333	44852
525	3197
1091	31031
339	39396
771	23564
77	26836
592	20009
47	31880
876	10430
246	5214
428	28619
758	41538
436	42399
111	33729
235	19534
73	8764
722	8865
133	8815
331	39533
90	19779
439	34626
225	5197
645	12536
102	24075
1060	27906
153	14050
768	33662
737	25298
666	12922
650	3939
236	31459
623	33882
555	43242
746	2043
1114	28490
945	23071
402	25879
953	14533
42	20478
980	38380
271	32057
669	38875
344	7028
152	38813
226	13207
300	45608
1069	1456
798	21196
3	3635
1080	19670
660	5804
261	46858
398	17272
149	9466
840	43215
274	44935
772	18207
898	10886
366	30623
914	18234
71	27033
1079	45512
505	9424
689	9566
153	47542
312	83
1140	2812
971	28432
150	34114
856	18723
467	26844
331	30687
427	37739
600	36904
408	34875
666	1152
998	40272
400	16991
551	25115
1182	44803
686	30317
1181	8116
63	11961
317	38645
610	43080
585	1185
493	14141
814	36237
623	29837
927	49285
850	12437
436	29523
1192	38524
158	19411
949	25926
792	31618
1140	29048
121	40309
74	21979
126	20463
997	9444
492	5426
98	42426
965	13349
174	32707
421	49247
255	40783
933	2300
357	6113
660	21551
211	27625
866	14504
549	44622
267	27973
296	25097
66	30618
860	14968
70	2389
46	6926
640	47566
513	18067
814	5361
1103	32041
649	21488
58	48034
700	12291
1144	17527
331	9148
461	38273
755	22487
215	12690
1098	44356
872	47026
835	40317
705	32988
1114	17003
840	42686
1113	870
650	29948
135	32018
568	13245
489	1367
1021	48128
885	42833
856	26360
455	35778
1031	10651
18	23954
445	18560
832	6959
80	18578
603	47007
595	30447
191	307
32	42920
52	22123
863	23323
360	39194
234	25173
850	11972
129	23001
473	29898
170	11342
1153	7184
470	31284
413	42416
153	7183
158	43140
1237	21277
524	20154
962	47385
563	8365
741	40779
208	8651
1048	23825
81	33736
587	5785
316	23972
1082	35874
723	30320
1217	25332
324	35794
286	34301
441	3819
600	37048
484	40239
680	1870
402	19027
580	28350
957	29591
637	33385
701	47807
883	28158
1018	46839
754	12030
976	11206
373	1516
1182	14819
552	46394
66	30800
92	32314
827	2088
731	12991
1079	27922
876	28801
947	42427
145	42141
339	34956
793	35467
1122	39376
1116	899
1202	2510
1085	9723
275	27368
344	33244
389	38684
367	28172
219	29981
1012	31540
143	6290
1107	35101
976	18665
658	14155
112	41238
375	5801
693	25457
273	37358
315	8018
364	24785
953	23001
721	10966
858	1501
1150	2069
1193	18346
936	16070
88	42018
1147	5037
939	47205
52	24508
296	37516
420	4867
1283	2344
814	39847
720	35205
846	5289
40	22194
1245	9107
1030	46309
521	20055
1154	46691
667	6278
1335	15681
323	30989
361	4692
777	46960
1334	39327
1056	49913
654	31381
432	39025
364	19143
487	3592
1197	48358
982	35608
1039	28443
953	24281
1030	17658
31	24808
554	18532
803	26785
512	2152
1050	930
64	49246
496	630
1169	2327
735	46625
532	10133
231	35933
1145	20003
980	9266
324	8673
1327	43849
379	7704
383	37052
1016	25345
795	46244
477	7250
222	26045
784	23503
259	21689
166	49845
1283	48984
1277	15846
1038	26069
175	41006
601	27420
1376	40076
682	44764
112	10184
761	36412
415	36367
241	10708
1392	49575
684	6633
618	45132
1397	36658
290	21024
422	25914
56	25152
191	9023
838	3144
291	12054
285	29853
934	6280
648	30500
666	38913
882	34422
1042	32170
623	14639
1244	3148
904	24257
33	46929
42	43090
535	30257
1351	36816
574	45350
111	35238
885	26712
247	32603
1098	11551
419	14159
267	37338
261	41838
673	49679
1169	49229
472	26648
41	41719
54	33199
987	34772
912	8275
1267	41160
513	46916
1152	11115
1156	22988
1133	22156
309	12896
758	24281
234	30142
1319	42189
850	40790
144	24333
1254	18845
142	8385
679	18870
827	35734
175	49032
593	40285
1291	47877
125	30654
1172	27234
934	28710
1308	24042
826	43699
488	3946
350	39308
872	32672
1180	26957
420	2935
1200	23113
206	5740
335	12033
251	4623
1027	9797
1395	45332
667	34071
1103	29259
772	16544
1169	4347
342	4440
370	45108
1109	1556
947	7493
1466	29984
977	18760
1329	11198
603	1427
1395	4658
1414	38203
652	8172
584	31245
283	8059
236	15172
282	34266
378	3882
1258	36934
841	32838
1066	9956
131	35798
1117	5498
915	39118
1350	32577
1196	4869
1028	29783
431	3667
205	5799
1178	41832
393	26924
605	32276
1243	18251
366	27322
73	35711
994	38312
194	19991
142	43069
356	12622
926	36435
186	231
1183	42276
791	18714
1253	15066
889	27671
274	10467
1165	32165
479	3852
1362	12490
1087	38200
1253	22048
949	27944
97	31824
270	41007
1117	22972
383	48869
1358	25710
285	41225
1340	33274
574	12988
632	9567
1242	15251
469	27592
529	27730
846	2253
313	22252
1190	40764
962	12894
548	39197
1318	5765
