5000	13986
1	3364
1	3229
3	4285
2	2375
1	2544
6	1707
5	3276
2	4212
6	4205
2	4081
7	2076
11	687
2	936
12	2278
6	2402
10	3358
15	3819
13	253
6	1992
2	4642
6	1555
17	2575
6	796
24	3091
16	1817
22	360
7	1587
1	3496
21	2953
4	3179
2	3339
13	4224
15	3457
5	347
2	1035
22	4546
4	2815
36	1156
15	3850
13	234
20	4454
7	242
33	187
17	3403
28	409
37	693
20	1426
40	3744
19	1541
3	1913
31	4562
15	4864
5	2002
47	595
34	4113
41	595
33	3767
1	2870
9	626
15	4108
14	3037
58	41
20	1884
32	1610
58	218
22	2941
13	1435
54	4572
67	136
37	2239
41	1119
14	2393
69	3174
70	3231
50	1053
32	801
30	2433
39	2523
14	3169
51	2142
22	4757
62	2867
44	1935
39	605
24	1120
24	735
4	3488
24	4773
38	837
35	3437
26	4350
60	1453
77	2119
16	1349
85	1138
31	2989
89	4962
72	105
16	2742
54	3279
16	3468
69	3333
26	3034
9	3930
12	2311
84	1002
31	944
9	3867
56	882
52	2797
42	2052
9	2009
95	3102
62	3048
38	4568
62	4780
69	2002
4	410
3	792
58	4980
8	2100
122	3612
5	2458
88	3749
33	4101
45	224
10	4972
120	4032
70	510
126	3925
126	1074
62	198
60	2969
71	716
2	1518
106	4991
61	1636
58	2561
96	1090
21	1198
57	808
59	2289
64	1143
39	3905
139	4706
18	4114
74	4331
61	983
61	3649
86	1641
60	2678
90	3111
91	2324
129	2312
19	737
70	3899
75	1272
104	2716
159	467
19	3991
45	2655
63	4889
135	2906
94	4640
11	3865
43	542
85	101
98	612
45	3277
111	3786
158	848
80	4926
42	2516
125	3836
171	4209
160	4523
161	1488
111	2645
44	1059
62	982
11	4355
118	969
50	2175
16	282
42	2480
174	4305
123	4772
140	2623
166	1479
59	3626
184	3677
123	2802
145	843
47	918
151	2293
47	4827
26	2198
91	1102
114	3743
70	4259
75	4241
2	2234
107	3964
65	1853
154	2534
108	3051
203	1864
184	4456
168	249
172	642
101	1805
59	2240
153	582
185	3083
85	897
150	2915
149	2038
157	3947
192	3294
23	2865
13	2767
201	327
147	4863
51	3849
191	1171
86	43
211	2231
142	4331
33	3665
25	1425
27	1193
213	4670
21	4076
168	480
193	2551
99	2716
205	3095
237	1323
196	4750
212	942
143	1562
175	4656
228	2481
77	1674
170	2579
223	2458
160	2985
64	4754
67	4468
212	1517
134	384
163	3771
180	1705
